           ,Subject,Grade,             ,Diciplinary Core Idea,              ,Performance Expectations,               ,     ,      ,       ,        
SC14,Science (2014),Eighth Grade,MS-PS2,Motion and Stability: Forces and Interactions,MS-PS2-5,Conduct an investigation and evaluate the experimental design to provide evidence that fields exist between objects exerting forces on each other even though the objects are not in contact.,,"Clarification Statement: Examples of this phenomenon could include the interactions of magnets, electrically-charged strips of tape, and electrically-charged pith balls. Examples of investigations could include first-hand experiences or simulations.",,,
SC14,Science (2014),Eighth Grade,MS-PS2,Motion and Stability: Forces and Interactions,MS-PS2-5,Conduct an investigation and evaluate the experimental design to provide evidence that fields exist between objects exerting forces on each other even though the objects are not in contact.,,"Assessment Boundary: Assessment is limited to electric and magnetic fields, and limited to qualitative evidence for the existence of fields.",,,
SC14,Science (2014),Eighth Grade,MS-PS3,Energy,MS-PS3-1,Construct and interpret graphical displays of data to describe the relationships of kinetic energy to the mass of an object and to the speed of an object.,,"Clarification Statement: Emphasis is on descriptive relationships between kinetic energy and mass separately from kinetic energy and speed. Examples could include riding a bicycle at different speeds, rolling different sizes of rocks downhill, and getting hit by a wiffle ball versus a tennis ball.",,,
SC14,Science (2014),Eighth Grade,MS-PS3,Energy,MS-PS3-2,"Develop a model to describe that when the arrangement of objects interacting at a distance changes, different amounts of potential energy are stored in the system.",,"Clarification Statement: Emphasis is on relative amounts of potential energy, not on calculations of potential energy. Examples of objects within systems interacting at varying distances could include: the Earth and either a roller coaster cart at varying positions on a hill or objects at varying heights on shelves, changing the direction/orientation of a magnet, and a balloon with static electrical charge being brought closer to a classmate’s hair. Examples of models could include representations, diagrams, pictures, and written descriptions of systems.",,,
SC14,Science (2014),Eighth Grade,MS-PS3,Energy,MS-PS3-2,"Develop a model to describe that when the arrangement of objects interacting at a distance changes, different amounts of potential energy are stored in the system.",,"Assessment Boundary: Assessment is limited to two objects and electric, magnetic, and gravitational interactions.",,,
SC14,Science (2014),Eighth Grade,MS-PS4,Waves and Their Applications in Technologies for Information Transfer,MS-PS4-1,Use mathematical representations to describe a simple model for waves that includes how the amplitude of a wave is related to the energy in a wave.,,Clarification Statement: Emphasis is on describing waves with both qualitative and quantitative thinking.,,,
SC14,Science (2014),Eighth Grade,MS-PS4,Waves and Their Applications in Technologies for Information Transfer,MS-PS4-1,Use mathematical representations to describe a simple model for waves that includes how the amplitude of a wave is related to the energy in a wave.,,Assessment Boundary: Assessment does not include electromagnetic waves and is limited to standard repeating waves.,,,
SC14,Science (2014),Eighth Grade,MS-PS4,Waves and Their Applications in Technologies for Information Transfer,MS-PS4-2,"Develop and use a model to describe that waves are reflected, absorbed, or transmitted through various materials.",,"Clarification Statement: Emphasis is on both light and mechanical waves. Examples of models could include drawings, simulations, and written descriptions.",,,
SC14,Science (2014),Eighth Grade,MS-PS4,Waves and Their Applications in Technologies for Information Transfer,MS-PS4-2,"Develop and use a model to describe that waves are reflected, absorbed, or transmitted through various materials.",,Assessment Boundary: Assessment is limited to qualitative applications pertaining to light and mechanical waves.,,,
SC14,Science (2014),Eighth Grade,MS-PS4,Waves and Their Applications in Technologies for Information Transfer,MS-PS4-3,Integrate qualitative scientific and technical information to support the claim that digitized signals are a more reliable way to encode and transmit information than analog signals.,,"Clarification Statement: Emphasis is on a basic understanding that waves can be used for communication purposes. Examples could include using fiber optic cable to transmit light pulses, radio wave pulses in wifi devices, and conversion of stored binary patterns to make sound or text on a computer screen.",,,
SC14,Science (2014),Eighth Grade,MS-PS4,Waves and Their Applications in Technologies for Information Transfer,MS-PS4-3,Integrate qualitative scientific and technical information to support the claim that digitized signals are a more reliable way to encode and transmit information than analog signals.,,Assessment Boundary: Assessment does not include binary counting. Assessment does not include the specific mechanism of any given device.,,,
SC14,Science (2014),Eighth Grade,MS-LS3,Heredity: Inheritance and Variation of Traits,MS-LS3-1,"Develop and use a model to describe why structural changes to genes (mutations) located on chromosomes may affect proteins and may result in harmful, beneficial, or neutral effects to the structure and function of the organism.",,Clarification Statement: Emphasis is on conceptual understanding that changes in genetic material may result in making different proteins.,,,
SC14,Science (2014),Eighth Grade,MS-LS3,Heredity: Inheritance and Variation of Traits,MS-LS3-1,"Develop and use a model to describe why structural changes to genes (mutations) located on chromosomes may affect proteins and may result in harmful, beneficial, or neutral effects to the structure and function of the organism.",,"Assessment Boundary: Assessment does not include specific changes at the molecular level, mechanisms for protein synthesis, or specific types of mutations.",,,
SC14,Science (2014),Eighth Grade,MS-LS4,Biological Evolution: Unity and Diversity,MS-LS4-1,"Analyze and interpret data for patterns in the fossil record that document the existence, diversity, extinction, and change of life forms throughout the history of life on Earth under the assumption that natural laws operate today as in the past.",,Clarification Statement: Emphasis is on finding patterns of changes in the level of complexity of anatomical structures in organisms and the chronological order of fossil appearance in the rock layers.,,,
SC14,Science (2014),Eighth Grade,MS-LS4,Biological Evolution: Unity and Diversity,MS-LS4-1,"Analyze and interpret data for patterns in the fossil record that document the existence, diversity, extinction, and change of life forms throughout the history of life on Earth under the assumption that natural laws operate today as in the past.",,Assessment Boundary: Assessment does not include the names of individual species or geological eras in the fossil record.,,,
SC14,Science (2014),Eighth Grade,MS-LS4,Biological Evolution: Unity and Diversity,MS-LS4-2,Apply scientific ideas to construct an explanation for the anatomical similarities and differences among modern organisms and between modern and fossil organisms to infer evolutionary relationships.,,Clarification Statement: Emphasis is on explanations of the evolutionary relationships among organisms in terms of similarity or differences of the gross appearance of anatomical structures.,,,
SC14,Science (2014),Eighth Grade,MS-LS4,Biological Evolution: Unity and Diversity,MS-LS4-3,Analyze displays of pictorial data to compare patterns of similarities in the embryological development across multiple species to identify relationships not evident in the fully formed anatomy.,,Clarification Statement: Emphasis is on inferring general patterns of relatedness among embryos of different organisms by comparing the macroscopic appearance of diagrams or pictures.,,,
SC14,Science (2014),Eighth Grade,MS-LS4,Biological Evolution: Unity and Diversity,MS-LS4-3,Analyze displays of pictorial data to compare patterns of similarities in the embryological development across multiple species to identify relationships not evident in the fully formed anatomy.,,Assessment Boundary: Assessment of comparisons is limited to gross appearance of anatomical structures in embryological development.,,,
SC14,Science (2014),Eighth Grade,MS-LS4,Biological Evolution: Unity and Diversity,MS-LS4-4,Construct an explanation based on evidence that describes how genetic variations of traits in a population increase some individuals&rsquo; probability of surviving and reproducing in a specific environment.,,Clarification Statement: Emphasis is on using simple probability statements and proportional reasoning to construct explanations.,,,
SC14,Science (2014),Eighth Grade,MS-LS4,Biological Evolution: Unity and Diversity,MS-LS4-5,Gather and synthesize information about the technologies that have changed the way humans influence the inheritance of desired traits in organisms.,,"Clarification Statement: Emphasis is on synthesizing information from reliable sources about the influence of humans on genetic outcomes in artificial selection (such as genetic modification, animal husbandry, gene therapy); and, on the impacts these technologies have on society as well as the technologies leading to these scientific discoveries.",,,
SC14,Science (2014),Eighth Grade,MS-LS4,Biological Evolution: Unity and Diversity,MS-LS4-6,Use mathematical representations to support explanations of how natural selection may lead to increases and decreases of specific traits in populations over time.,,"Clarification Statement: Emphasis is on using mathematical models, probability statements, and proportional reasoning to support explanations of trends in changes to populations over time.",,,
SC14,Science (2014),Eighth Grade,MS-LS4,Biological Evolution: Unity and Diversity,MS-LS4-6,Use mathematical representations to support explanations of how natural selection may lead to increases and decreases of specific traits in populations over time.,,Assessment Boundary: Assessment does not include Hardy Weinberg calculations.,,,
SC14,Science (2014),Eighth Grade,MS-ESS1,Earth's Place in the Universe,MS-ESS1-1,"Develop and use a model of the Earth-sun-moon system to describe the cyclic patterns of lunar phases, eclipses of the sun and moon, and seasons.",,"Clarification Statement: Examples of models can be physical, graphical, or conceptual.",,,
SC14,Science (2014),Eighth Grade,MS-ESS1,Earth's Place in the Universe,MS-ESS1-2,Develop and use a model to describe the role of gravity in the motions within galaxies and the solar system.,,Clarification Statement: Emphasis for the model is on gravity as the force that holds together the solar system and Milky Way galaxy and controls orbital motions within them. Examples of models can be physical (such as the analogy of distance along a football field or computer visualizations of elliptical orbits) or conceptual (such as mathematical proportions relative to the size of familiar objects such as students' school or state).,,,
SC14,Science (2014),Eighth Grade,MS-ESS1,Earth's Place in the Universe,MS-ESS1-2,Develop and use a model to describe the role of gravity in the motions within galaxies and the solar system.,,Assessment Boundary: Assessment does not include Kepler’s Laws of orbital motion or the apparent retrograde motion of the planets as viewed from Earth.,,,
SC14,Science (2014),Eighth Grade,MS-ESS1,Earth's Place in the Universe,MS-ESS1-3,Analyze and interpret data to determine scale properties of objects in the solar system.,,"Clarification Statement: Emphasis is on the analysis of data from Earth-based instruments, space-based telescopes, and spacecraft to determine similarities and differences among solar system objects. Examples of scale properties include the sizes of an object’s layers (such as crust and atmosphere), surface features (such as volcanoes), and orbital radius. Examples of data include statistical information, drawings and photographs, and models.",,,
SC14,Science (2014),Eighth Grade,MS-ESS1,Earth's Place in the Universe,MS-ESS1-3,Analyze and interpret data to determine scale properties of objects in the solar system.,,Assessment Boundary: Assessment does not include recalling facts about properties of the planets and other solar system bodies.,,,
SC14,Science (2014),Eighth Grade,MS-ESS1,Earth's Place in the Universe,MS-ESS1-4,Construct a scientific explanation based on evidence from rock strata for how the geologic time scale is used to organize Earth's 4.6-billion-year-old history.,,"Clarification Statement: Emphasis is on how analyses of rock formations and the fossils they contain are used to establish relative ages of major events in Earth’s history. Examples of Earth’s major events could range from being very recent (such as the last Ice Age or the earliest fossils of homo sapiens) to very old (such as the formation of Earth or the earliest evidence of life). Examples can include the formation of mountain chains and ocean basins, the evolution or extinction of particular living organisms, or significant volcanic eruptions.",,,
SC14,Science (2014),Eighth Grade,MS-ESS1,Earth's Place in the Universe,MS-ESS1-4,Construct a scientific explanation based on evidence from rock strata for how the geologic time scale is used to organize Earth's 4.6-billion-year-old history.,,Assessment Boundary: Assessment does not include recalling the names of specific periods or epochs and events within them.,,,
SC14,Science (2014),Eighth Grade,MS-ESS3,Earth and Human Activity,MS-ESS3-4,Construct an argument supported by evidence for how increases in human population and per-capita consumption of natural resources impact Earth's systems.,,"Clarification Statement: Examples of evidence include grade-appropriate databases on human populations and the rates of consumption of food and natural resources (such as freshwater, mineral, and energy). Examples of impacts can include changes to the appearance, composition, and structure of Earth&rsquo;s systems as well as the rates at which they change. The consequences of increases in human populations and consumption of natural resources are described by science, but science does not make the decisions for the actions society takes.",,,
SC14,Science (2014),Eighth Grade,MS-ETS1,Engineering Design,MS-ETS1-1,"Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution, taking into account relevant scientific principles and potential impacts on people and the natural environment that may limit possible solutions.",,,,,
SC14,Science (2014),Eighth Grade,MS-ETS1,Engineering Design,MS-ETS1-2,Evaluate competing design solutions using a systematic process to determine how well they meet the criteria and constraints of the problem.,,,,,
SC14,Science (2014),Eighth Grade,MS-ETS1,Engineering Design,MS-ETS1-3,Analyze data from tests to determine similarities and differences among several design solutions to identify the best characteristics of each that can be combined into a new solution to better meet the criteria for success.,,,,,
SC14,Science (2014),Eighth Grade,MS-ETS1,Engineering Design,MS-ETS1-4,"Develop a model to generate data for iterative testing and modification of a proposed object, tool, or process such that an optimal design can be achieved.",,,,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-1,Use the periodic table as a model to predict the relative properties of elements based on the patterns of electrons in the outermost energy level of atoms.,,"Clarification Statement: Examples of properties that could be predicted from patterns could include reactivity of metals, types of bonds formed, numbers of bonds formed, and reactions with oxygen.",,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-1,Use the periodic table as a model to predict the relative properties of elements based on the patterns of electrons in the outermost energy level of atoms.,,Assessment Boundary: Assessment is limited to main group elements. Assessment does not include quantitative understanding of ionization energy beyond relative trends.,,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-2,"Construct and revise an explanation for the outcome of a simple chemical reaction based on the outermost electron states of atoms, trends in the periodic table, and knowledge of the patterns of chemical properties.",,"Clarification Statement: Examples of chemical reactions could include the reaction of sodium and chlorine, of carbon and oxygen, or of carbon and hydrogen.",,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-2,"Construct and revise an explanation for the outcome of a simple chemical reaction based on the outermost electron states of atoms, trends in the periodic table, and knowledge of the patterns of chemical properties.",,Assessment Boundary: Assessment is limited to chemical reactions involving main group elements and combustion reactions.,,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-3,Plan and conduct an investigation to gather evidence to compare the structure of substances at the bulk scale to infer the strength of electrical forces between particles.,,"Clarification Statement: Emphasis is on understanding the strengths of forces between particles, not on naming specific intermolecular forces (such as dipole-dipole). Examples of particles could include ions, atoms, molecules, and networked materials (such as graphite). Examples of bulk properties of substances could include the melting point and boiling point, vapor pressure, and surface tension.",,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-3,Plan and conduct an investigation to gather evidence to compare the structure of substances at the bulk scale to infer the strength of electrical forces between particles.,,Assessment Boundary: Assessment does not include Raoult’s law calculations of vapor pressure,,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-4,Develop a model to illustrate that the release or absorption of energy from a chemical reaction system depends upon the changes in total bond energy.,,"Clarification Statement: Emphasis is on the idea that a chemical reaction is a system that affects the energy change. Examples of models could include molecular-level drawings and diagrams of reactions, graphs showing the relative energies of reactants and products, and representations showing energy is conserved.",,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-4,Develop a model to illustrate that the release or absorption of energy from a chemical reaction system depends upon the changes in total bond energy.,,Assessment Boundary: Assessment does not include calculating the total bond energy changes during a chemical reaction from the bond energies of reactants and products.,,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-5,Apply scientific principles and evidence to provide an explanation about the effects of changing the temperature or concentration of the reacting particles on the rate at which a reaction occurs.,,Clarification Statement: Emphasis is on student reasoning that focuses on the number and energy of collisions between molecules.,,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-5,Apply scientific principles and evidence to provide an explanation about the effects of changing the temperature or concentration of the reacting particles on the rate at which a reaction occurs.,,"Assessment Boundary: Assessment is limited to simple reactions in which there are only two reactants; evidence from temperature, concentration, and rate data; and qualitative relationships between rate and temperature.",,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-6,Refine the design of a chemical system by specifying a change in conditions that would produce increased amounts of products at equilibrium,,"Clarification Statement: Emphasis is on the application of Le Chatelier&rsquo;s Principle and on refining designs of chemical reaction systems, including descriptions of the connection between changes made at the macroscopic level and what happens at the molecular level. Examples of designs could include different ways to increase product formation including adding reactants or removing products.",,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-6,Refine the design of a chemical system by specifying a change in conditions that would produce increased amounts of products at equilibrium,,Assessment Boundary: Assessment is limited to specifying the change in only one variable at a time. Assessment does not include calculating equilibrium constants and concentrations.,,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-7,"Use mathematical representations to support the claim that atoms, and therefore mass, are conserved during a chemical reaction.",,"Clarification Statement: Emphasis is on using mathematical ideas to communicate the proportional relationships between masses of atoms in the reactants and the products, and the translation of these relationships to the macroscopic scale using the mole as the conversion from the atomic to the macroscopic scale. Emphasis is on assessing students&rsquo; use of mathematical thinking and not on memorization and rote application of problem-solving techniques.",,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-7,"Use mathematical representations to support the claim that atoms, and therefore mass, are conserved during a chemical reaction.",,Assessment Boundary: Assessment does not include complex chemical reactions.,,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-8,"Develop models to illustrate the changes in the composition of the nucleus of the atom and the energy released during the processes of fission, fusion, and radioactive decay.",,"Clarification Statement: Emphasis is on simple qualitative models, such as pictures or diagrams, and on the scale of energy released in nuclear processes relative to other kinds of transformations.",,,
SC14,Science (2014),High School,HS-PS1,Matter and Its Interactions,HS-PS1-8,"Develop models to illustrate the changes in the composition of the nucleus of the atom and the energy released during the processes of fission, fusion, and radioactive decay.",,"Assessment Boundary: Assessment does not include quantitative calculation of energy released. Assessment is limited to alpha, beta, and gamma radioactive decays.",,,
SC14,Science (2014),High School,HS-PS2,Motion and Stability: Forces and Interactions,HS-PS2-1,"Analyze data to support the claim that Newton&rsquo;s second law of motion describes the mathematical relationship among the net force on a macroscopic object, its mass, and its acceleration.",,"Clarification Statement: Examples of data could include tables or graphs of position or velocity as a function of time for objects subject to a net unbalanced force, such as a falling object, an object rolling down a ramp, or a moving object being pulled by a constant force.",,,
SC14,Science (2014),High School,HS-PS2,Motion and Stability: Forces and Interactions,HS-PS2-1,"Analyze data to support the claim that Newton&rsquo;s second law of motion describes the mathematical relationship among the net force on a macroscopic object, its mass, and its acceleration.",,Assessment Boundary: Assessment is limited to one-dimensional motion and to macroscopic objects moving at non-relativistic speeds.,,,
SC14,Science (2014),High School,HS-PS2,Motion and Stability: Forces and Interactions,HS-PS2-2,Use mathematical representations to support the claim that the total momentum of a system of objects is conserved when there is no net force on the system.,,Clarification Statement: Emphasis is on the quantitative conservation of momentum in interactions and the qualitative meaning of this principle.,,,
SC14,Science (2014),High School,HS-PS2,Motion and Stability: Forces and Interactions,HS-PS2-2,Use mathematical representations to support the claim that the total momentum of a system of objects is conserved when there is no net force on the system.,,Assessment Boundary: Assessment is limited to systems of two macroscopic bodies moving in one dimension.,,,
SC14,Science (2014),High School,HS-PS2,Motion and Stability: Forces and Interactions,HS-PS2-3,"Apply scientific and engineering ideas to design, evaluate, and refine a device that minimizes the force on a macroscopic object during a collision.",,Clarification Statement: Examples of evaluation and refinement could include determining the success of the device at protecting an object from damage and modifying the design to improve it. Examples of a device could include a football helmet or a parachute.,,,
SC14,Science (2014),High School,HS-PS2,Motion and Stability: Forces and Interactions,HS-PS2-3,"Apply scientific and engineering ideas to design, evaluate, and refine a device that minimizes the force on a macroscopic object during a collision.",,Assessment Boundary: Assessment is limited to qualitative evaluations and/or algebraic manipulations.,,,
SC14,Science (2014),High School,HS-PS2,Motion and Stability: Forces and Interactions,HS-PS2-4,Use mathematical representations of Newton&rsquo;s Law of Gravitation and Coulomb&rsquo;s Law to describe and predict the gravitational and electrostatic forces between objects.,,Clarification Statement: Emphasis is on both quantitative and conceptual descriptions of gravitational and electric fields.,,,
SC14,Science (2014),High School,HS-PS2,Motion and Stability: Forces and Interactions,HS-PS2-4,Use mathematical representations of Newton&rsquo;s Law of Gravitation and Coulomb&rsquo;s Law to describe and predict the gravitational and electrostatic forces between objects.,,Assessment Boundary: Assessment is limited to systems with two objects.,,,
SC14,Science (2014),High School,HS-PS2,Motion and Stability: Forces and Interactions,HS-PS2-5,Plan and conduct an investigation to provide evidence that an electric current can producea magnetic field and that a changing magnetic field can produce an electric current.,,Assessment Boundary: Assessment is limited to designing and conducting investigations with provided materials and tools.,,,
SC14,Science (2014),High School,HS-PS2,Motion and Stability: Forces and Interactions,HS-PS2-6,Communicate scientific and technical information about why the molecular-level structure is important in the functioning of designed materials,,"Clarification Statement: Emphasis is on the attractive and repulsive forces that determine the functioning of the material. Examples could include why electrically conductive materials are often made of metal, flexible but durable materials are made up of long chained molecules, and pharmaceuticals are designed to interact with specific receptors.",,,
SC14,Science (2014),High School,HS-PS2,Motion and Stability: Forces and Interactions,HS-PS2-6,Communicate scientific and technical information about why the molecular-level structure is important in the functioning of designed materials,,Assessment Boundary: Assessment is limited to provided molecular structures of specific designed materials.,,,
SC14,Science (2014),High School,HS-PS3,Energy,HS-PS3-1,Create a computational model to calculate the change in the energy of one component in a system when the change in energy of the other component(s) and energy flows in and out of the system are known.,,Clarification Statement: Emphasis is on explaining the meaning of mathematical expressions used in the model.,,,
SC14,Science (2014),High School,HS-PS3,Energy,HS-PS3-1,Create a computational model to calculate the change in the energy of one component in a system when the change in energy of the other component(s) and energy flows in and out of the system are known.,,"Assessment Boundary: Assessment is limited to basic algebraic expressions or computations; to systems of two or three components; and to thermal energy, kinetic energy, and/or the energies in gravitational, magnetic, or electric fields.",,,
SC14,Science (2014),High School,HS-PS3,Energy,HS-PS3-2,Develop and use models to illustrate that energy at the macroscopic scale can be accounted for as a combination of energy associated with the motions of particles (objects) and energy associated with the relative positions of particles (objects).,,"Clarification Statement: Examples of phenomena at the macroscopic scale could include the conversion of kinetic energy to thermal energy, the energy stored due to position of an object above the earth, and the energy stored between two electrically-charged plates. Examples of models could include diagrams, drawings, descriptions, and computer simulations.",,,
SC14,Science (2014),High School,HS-PS3,Energy,HS-PS3-3,"Design, build, and refine a device that works within given constraints to convert one form of energy into another form of energy",,"Clarification Statement: Emphasis is on both qualitative and quantitative evaluations of devices. Examples of devices could include Rube Goldberg devices, wind turbines, solar cells, solar ovens, and generators. Examples of constraints could include use of renewable energy forms and efficiency.",,,
SC14,Science (2014),High School,HS-PS3,Energy,HS-PS3-3,"Design, build, and refine a device that works within given constraints to convert one form of energy into another form of energy",,Assessment Boundary: Assessment for quantitative evaluations is limited to total output for a given input. Assessment is limited to devices constructed with materials provided to students.,,,
SC14,Science (2014),High School,HS-PS3,Energy,HS-PS3-4,Plan and conduct an investigation to provide evidence that the transfer of thermal energy when two components of different temperature are combined within a closed system results in a more uniform energy distribution among the components in the system (second law of thermodynamics).,,Clarification Statement: Emphasis is on analyzing data from student investigations and using mathematical thinking to describe the energy changes both quantitatively and conceptually. Examples of investigations could include mixing liquids at different initial temperatures or adding objects at different temperatures to water.,,,
SC14,Science (2014),High School,HS-PS3,Energy,HS-PS3-4,Plan and conduct an investigation to provide evidence that the transfer of thermal energy when two components of different temperature are combined within a closed system results in a more uniform energy distribution among the components in the system (second law of thermodynamics).,,Assessment Boundary: Assessment is limited to investigations based on materials and tools provided to students.,,,
SC14,Science (2014),High School,HS-PS3,Energy,HS-PS3-5,Develop and use a model of two objects interacting through electric or magnetic fields to illustrate the forces between objects and the changes in energy of the objects due to the interaction.,,"Clarification Statement: Examples of models could include drawings, diagrams, and texts, such as drawings of what happens when two charges of opposite polarity are near each other.",,,
SC14,Science (2014),High School,HS-PS3,Energy,HS-PS3-5,Develop and use a model of two objects interacting through electric or magnetic fields to illustrate the forces between objects and the changes in energy of the objects due to the interaction.,,Assessment Boundary: Assessment is limited to systems containing two objects.,,,
SC14,Science (2014),High School,HS-PS4,Waves and Their Applications in Technologies for Information Transfer,HS-PS4-1,"Use mathematical representations to support a claim regarding relationships among the frequency, wavelength, and speed of waves traveling in various media.",,"Clarification Statement: Examples of data could include electromagnetic radiation traveling in a vacuum and glass, sound waves traveling through air and water, and seismic waves traveling through the Earth.",,,
SC14,Science (2014),High School,HS-PS4,Waves and Their Applications in Technologies for Information Transfer,HS-PS4-1,"Use mathematical representations to support a claim regarding relationships among the frequency, wavelength, and speed of waves traveling in various media.",,Assessment Boundary: Assessment is limited to algebraic relationships and describing those relationships qualitatively.,,,
SC14,Science (2014),High School,HS-PS4,Waves and Their Applications in Technologies for Information Transfer,HS-PS4-2,Evaluate questions about the advantages of using a digital transmission and storage of information.,,"Clarification Statement: Examples of advantages could include that digital information is stable because it can be stored reliably in computer memory, transferred easily, and copied and shared rapidly. Disadvantages could include issues of easy deletion, security, and theft.",,,
SC14,Science (2014),High School,HS-PS4,Waves and Their Applications in Technologies for Information Transfer,HS-PS4-3,"Evaluate the claims, evidence, and reasoning behind the idea that electromagnetic radiation can be described either by a wave model or a particle model, and that for some situations one model is more useful than the other.",,"Clarification Statement: Emphasis is on how the experimental evidence supports the claim and how a theory is generally modified in light of new evidence. Examples of a phenomenon could include resonance, interference, diffraction, and photoelectric effect.",,,
SC14,Science (2014),High School,HS-PS4,Waves and Their Applications in Technologies for Information Transfer,HS-PS4-3,"Evaluate the claims, evidence, and reasoning behind the idea that electromagnetic radiation can be described either by a wave model or a particle model, and that for some situations one model is more useful than the other.",,Assessment Boundary: Assessment does not include using quantum theory.,,,
SC14,Science (2014),High School,HS-PS4,Waves and Their Applications in Technologies for Information Transfer,HS-PS4-4,Evaluate the validity and reliability of claims in published materials of the effects that different frequencies of electromagnetic radiation have when absorbed by matter.,,"Clarification Statement: Emphasis is on the idea that photons associated with different frequencies of light have different energies, and the damage to living tissue from electromagnetic radiation depends on the energy of the radiation. Examples of published materials could include trade books, magazines, web resources, videos, and other passages that may reflect bias.",,,
SC14,Science (2014),High School,HS-PS4,Waves and Their Applications in Technologies for Information Transfer,HS-PS4-4,Evaluate the validity and reliability of claims in published materials of the effects that different frequencies of electromagnetic radiation have when absorbed by matter.,,Assessment Boundary: Assessment is limited to qualitative descriptions.,,,
SC14,Science (2014),High School,HS-PS4,Waves and Their Applications in Technologies for Information Transfer,HS-PS4-5,Communicate technical information about how some technological devices use the principles of wave behavior and wave interactions with matter to transmit and capture information and energy,,Clarification Statement: Examples could include solar cells capturing light and converting it to electricity; medical imaging; and communications technology.,,,
SC14,Science (2014),High School,HS-PS4,Waves and Their Applications in Technologies for Information Transfer,HS-PS4-5,Communicate technical information about how some technological devices use the principles of wave behavior and wave interactions with matter to transmit and capture information and energy,,Assessment Boundary: Assessments are limited to qualitative information. Assessments do not include band theory.,,,
SC14,Science (2014),High School,HS-LS1,From Molecules to Organisms: Structures and Processes,HS-LS1-1,Construct an explanation based on evidence for how the structure of DNA determines the structure of proteins which carry out the essential functions of life through systems of specialized cells.,,"Assessment Boundary: Assessment does not include identification of specific cell or tissue types, whole body systems, specific protein structures and functions, or the biochemistry of protein synthesis.",,,
SC14,Science (2014),High School,HS-LS1,From Molecules to Organisms: Structures and Processes,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,,"Clarification Statement: Emphasis is on functions at the organism system level such as nutrient uptake, water delivery, and organism movement in response to neural stimuli. An example of an interacting system could be an artery depending on the proper function of elastic tissue and smooth muscle to regulate and deliver the proper amount of blood within the circulatory system.",,,
SC14,Science (2014),High School,HS-LS1,From Molecules to Organisms: Structures and Processes,HS-LS1-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.,,Assessment Boundary: Assessment does not include interactions and functions at the molecular or chemical reaction level.,,,
SC14,Science (2014),High School,HS-LS1,From Molecules to Organisms: Structures and Processes,HS-LS1-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.,,"Clarification Statement: Examples of investigations could include heart rate response to exercise, stomate response to moisture and temperature, and root development in response to water levels.",,,
SC14,Science (2014),High School,HS-LS1,From Molecules to Organisms: Structures and Processes,HS-LS1-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.,,Assessment Boundary: Assessment does not include the cellular processes involved in the feedback mechanism.,,,
SC14,Science (2014),High School,HS-LS1,From Molecules to Organisms: Structures and Processes,HS-LS1-4,Use a model to illustrate the role of cellular division (mitosis) and differentiation in producing and maintaining complex organisms.,,Assessment Boundary: Assessment does not include specific gene control mechanisms or rote memorization of the steps of mitosis.,,,
SC14,Science (2014),High School,HS-LS1,From Molecules to Organisms: Structures and Processes,HS-LS1-5,Use a model to illustrate how photosynthesis transforms light energy into stored chemical energy.,,"Clarification Statement: Emphasis is on illustrating inputs and outputs of matter and the transfer and transformation of energy in photosynthesis by plants and other photosynthesizing organisms. Examples of models could include diagrams, chemical equations, and conceptual models.",,,
SC14,Science (2014),High School,HS-LS1,From Molecules to Organisms: Structures and Processes,HS-LS1-5,Use a model to illustrate how photosynthesis transforms light energy into stored chemical energy.,,Assessment Boundary: Assessment does not include specific biochemical steps.,,,
SC14,Science (2014),High School,HS-LS1,From Molecules to Organisms: Structures and Processes,HS-LS1-6,"Construct and revise an explanation based on evidence for how carbon, hydrogen, and oxygen from sugar molecules may combine with other elements to form amino acids and/or other large carbon-based molecules.",,Clarification Statement: Emphasis is on using evidence from models and simulations to support explanations.,,,
