           ,Subject,Grade,             ,Domain,              ,Cluster Statement,               ,Common Core Standard,                ,      ,       ,        
CCSSM,Mathematics (CCSS),Fifth Grade,,Operations and Algebraic Thinking (5.OA),5.OA.B,Analyze patterns and relationships.,5.OA.3,"Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane.",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations in Base Ten (5.NBT),5.NBT.C,Understand the place value system.,5.NBT.1,"Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left.",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations in Base Ten (5.NBT),5.NBT.C,Understand the place value system.,5.NBT.2,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote powers of 10.",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations in Base Ten (5.NBT),5.NBT.C,Understand the place value system.,5.NBT.3,"Read, write, and compare decimals to thousandths.",5.NBT.3a,"Read and write decimals to thousandths using base-ten numerals, number names, and expanded form, e.g., 347.392 = 3 _ 100 + 4 _ 10 + 7 _ 1 + 3 _ (1/10) + 9 _ (1/100) + 2 _ (1/1000).",,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations in Base Ten (5.NBT),5.NBT.C,Understand the place value system.,5.NBT.3,"Read, write, and compare decimals to thousandths.",5.NBT.3b,"Compare two decimals to thousandths based on meanings of the digits in each place, using , =, and ",,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations in Base Ten (5.NBT),5.NBT.C,Understand the place value system.,5.NBT.4,Use place value understanding to round decimals to any place.,,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations in Base Ten (5.NBT),5.NBT.D,Perform operations with multi-digit whole numbers and with decimals to hundredths.,5.NBT.5,Fluently multiply multi-digit whole numbers using the standard algorithm.,,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations in Base Ten (5.NBT),5.NBT.D,Perform operations with multi-digit whole numbers and with decimals to hundredths.,5.NBT.6,"Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations in Base Ten (5.NBT),5.NBT.D,Perform operations with multi-digit whole numbers and with decimals to hundredths.,5.NBT.7,"Add, subtract, multiply, and divide decimals to hundredths, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations - Fractions (5.NF),5.NF.E,Use equivalent fractions as a strategy to add and subtract fractions.,5.NF.1,Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators.,,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations - Fractions (5.NF),5.NF.E,Use equivalent fractions as a strategy to add and subtract fractions.,5.NF.2,"Solve word problems involving addition and subtraction of fractions referring to the same whole, including cases of unlike denominators, e.g., by using visual fraction models or equations to represent the problem. Use benchmark fractions and number sense of fractions to estimate mentally and assess the reasonableness of answers.",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations - Fractions (5.NF),5.NF.F,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,5.NF.3,"Interpret a fraction as division of the numerator by the denominator (a/b = a ÷ b). Solve word problems involving division of whole numbers leading to answers in the form of fractions or mixed numbers, e.g., by using visual fraction models or equations to represent the problem.",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations - Fractions (5.NF),5.NF.F,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,5.NF.4,Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,5.NF.4a,"Interpret the product (a/b) _ q as a parts of a partition of q into b equal parts; equivalently, as the result of a sequence of operations a _ q ÷ b.",,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations - Fractions (5.NF),5.NF.F,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,5.NF.4,Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,5.NF.4b,"Find the area of a rectangle with fractional side lengths by tiling it with unit squares of the appropriate unit fraction side lengths, and show that the area is the same as would be found by multiplying the side lengths. Multiply fractional side lengths to find areas of rectangles, and represent fraction products as rectangular areas.",,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations - Fractions (5.NF),5.NF.F,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,5.NF.5,"Interpret multiplication as scaling (resizing), by:",5.NF.5a,"Comparing the size of a product to the size of one factor on the basis of the size of the other factor, without performing the indicated multiplication.",,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations - Fractions (5.NF),5.NF.F,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,5.NF.5,"Interpret multiplication as scaling (resizing), by:",5.NF.5b,Explaining why multiplying a given number by a fraction greater than 1 results in a product greater than the given number (recognizing multiplication by whole numbers greater than 1 as a familiar case); explaining why multiplying a given number by a fraction less than 1 results in a product smaller than the given number; and relating the principle of fraction equivalence a/b = (n_a)/(n_b) to the effect of multiplying a/b by 1.,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations - Fractions (5.NF),5.NF.F,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,5.NF.6,"Solve real world problems involving multiplication of fractions and mixed numbers, e.g., by using visual fraction models or equations to represent the problem.",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations - Fractions (5.NF),5.NF.F,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,5.NF.7,Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions.,5.NF.7a,"Interpret division of a unit fraction by a non-zero whole number, and compute such quotients.",,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations - Fractions (5.NF),5.NF.F,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,5.NF.7,Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions.,5.NF.7b,"Interpret division of a whole number by a unit fraction, and compute such quotients.",,
CCSSM,Mathematics (CCSS),Fifth Grade,,Number and Operations - Fractions (5.NF),5.NF.F,Apply and extend previous understandings of multiplication and division to multiply and divide fractions.,5.NF.7,Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions.,5.NF.7c,"Solve real world problems involving division of unit fractions by non-zero whole numbers and division of whole numbers by unit fractions, e.g., by using visual fraction models and equations to represent the problem.",,
CCSSM,Mathematics (CCSS),Fifth Grade,,Measurement and Data (5.MD),5.MD.G,Convert like measurement units within a given measurement system.,5.MD.1,"Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems.",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Measurement and Data (5.MD),5.MD.H,Represent and interpret data.,5.MD.2,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots.",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Measurement and Data (5.MD),5.MD.I,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,5.MD.3,Recognize volume as an attribute of solid figures and understand concepts of volume measurement.,5.MD.3a,"A cube with side length 1 unit, called a “unit cube,” is said to have “one cubic unit” of volume, and can be used to measure volume.",,
CCSSM,Mathematics (CCSS),Fifth Grade,,Measurement and Data (5.MD),5.MD.I,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,5.MD.3,Recognize volume as an attribute of solid figures and understand concepts of volume measurement.,5.MD.3b,A solid figure which can be packed without gaps or overlaps using n unit cubes is said to have a volume of n cubic units.,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Measurement and Data (5.MD),5.MD.I,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,5.MD.4,"Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units.",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Measurement and Data (5.MD),5.MD.I,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,5.MD.5,Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.,5.MD.5a,"Find the volume of a right rectangular prism with whole-number side lengths by packing it with unit cubes, and show that the volume is the same as would be found by multiplying the edge lengths, equivalently by multiplying the height by the area of the base. Represent threefold whole-number products as volumes, e.g., to represent the associative property of multiplication.",,
CCSSM,Mathematics (CCSS),Fifth Grade,,Measurement and Data (5.MD),5.MD.I,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,5.MD.5,Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.,5.MD.5b,Apply the formulas V = l _ w _ h and V = b _ h for rectangular prisms to find volumes of right rectangular prisms with whole number edge lengths in the context of solving real world and mathematical problems.,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Measurement and Data (5.MD),5.MD.I,Geometric measurement: understand concepts of volume and relate volume to multiplication and to addition.,5.MD.5,Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.,5.MD.5c,"Recognize volume as additive. Find volumes of solid figures composed of two non-overlapping right rectangular prisms by adding the volumes of the non-overlapping parts, applying this technique to solve real world problems.",,
CCSSM,Mathematics (CCSS),Fifth Grade,,Geometry (5.G),5.G.J,Graph points on the coordinate plane to solve real-world and mathematical problems.,5.G.1,"Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the 0 on each line and a given point in the plane located by using an ordered pair of numbers, called its coordinates. Understand that the first number indicates how far to travel from the origin in the direction of one axis, and the second number indicates how far to travel in the direction of the second axis, with the convention that the names of the two axes and the coordinates correspond (e.g., x-axis and x-coordinate, y-axis and y-coordinate).",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Geometry (5.G),5.G.J,Graph points on the coordinate plane to solve real-world and mathematical problems.,5.G.2,"Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation.",,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Geometry (5.G),5.G.K,Classify two-dimensional figures into categories based on their properties.,5.G.3,Understand that attributes belonging to a category of two-dimensional figures also belong to all subcategories of that category.,,,,
CCSSM,Mathematics (CCSS),Fifth Grade,,Geometry (5.G),5.G.K,Classify two-dimensional figures into categories based on their properties.,5.G.4,Classify two-dimensional figures in a hierarchy based on properties.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Mathematical Practices (6.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,6.MP.1,Make sense of problems and persevere in solving them.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Mathematical Practices (6.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,6.MP.2,Reason abstractly and quantitatively.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Mathematical Practices (6.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,6.MP.3,Construct viable arguments and critique the reasoning of others.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Mathematical Practices (6.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,6.MP.4,Model with mathematics.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Mathematical Practices (6.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,6.MP.5,Use appropriate tools strategically.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Mathematical Practices (6.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,6.MP.6,Attend to precision.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Mathematical Practices (6.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,6.MP.7,Look for and make use of structure.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Mathematical Practices (6.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,6.MP.8,Look for and express regularity in repeated reasoning.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Ratios and Proportional Relationships (6.RP),6.RP.A,Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.1,Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Ratios and Proportional Relationships (6.RP),6.RP.A,Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.2,"Understand the concept of a unit rate a/b associated with a ratio a:b with b does not equal 0, and use rate language in the context of a ratio relationship.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Ratios and Proportional Relationships (6.RP),6.RP.A,Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",6.RP.3a,"Make tables of equivalent ratios relating quantities with whole number measurements, find missing values in the tables, and plot the pairs of values on the coordinate plane. Use tables to compare ratios.",,
CCSSM,Mathematics (CCSS),Sixth Grade,,Ratios and Proportional Relationships (6.RP),6.RP.A,Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",6.RP.3b,Solve unit rate problems including those involving unit pricing and constant speed.,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Ratios and Proportional Relationships (6.RP),6.RP.A,Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",6.RP.3c,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",,
CCSSM,Mathematics (CCSS),Sixth Grade,,Ratios and Proportional Relationships (6.RP),6.RP.A,Understand ratio concepts and use ratio reasoning to solve problems.,6.RP.3,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",6.RP.3d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.B,Apply and extend previous understandings of multiplication and division to divide fractions by fractions.,6.NS.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.C,Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.2,Fluently divide multi-digit numbers using the standard algorithm.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.C,Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.C,Compute fluently with multi-digit numbers and find common factors and multiples.,6.NS.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1–100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.D,Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.5,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.D,Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,6.NS.6a,"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., –(–3) = 3, and that 0 is its own opposite.",,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.D,Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,6.NS.6b,"Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes.",,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.D,Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,6.NS.6c,Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.,,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.D,Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.7,Understand ordering and absolute value of rational numbers.,6.NS.7a,Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram.,,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.D,Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.7,Understand ordering and absolute value of rational numbers.,6.NS.7b,"Write, interpret, and explain statements of order for rational numbers in real-world contexts.",,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.D,Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.7,Understand ordering and absolute value of rational numbers.,6.NS.7c,Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation.,,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.D,Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.7,Understand ordering and absolute value of rational numbers.,6.NS.7d,Distinguish comparisons of absolute value from statements about order.,,
CCSSM,Mathematics (CCSS),Sixth Grade,,The Number System (6.NS),6.NS.D,Apply and extend previous understandings of numbers to the system of rational numbers.,6.NS.8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Expressions and Equations (6.EE),6.EE.E,Apply and extend previous understandings of arithmetic to algebraic expressions.,6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Expressions and Equations (6.EE),6.EE.E,Apply and extend previous understandings of arithmetic to algebraic expressions.,6.EE.2,"Write, read, and evaluate expressions in which letters stand for numbers.",6.EE.2a,Write expressions that record operations with numbers and with letters standing for numbers.,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Expressions and Equations (6.EE),6.EE.E,Apply and extend previous understandings of arithmetic to algebraic expressions.,6.EE.2,"Write, read, and evaluate expressions in which letters stand for numbers.",6.EE.2b,"Identify parts of an expression using mathematical terms (sum, term, product, factor, quotient, coefficient); view one or more parts of an expression as a single entity.",,
CCSSM,Mathematics (CCSS),Sixth Grade,,Expressions and Equations (6.EE),6.EE.E,Apply and extend previous understandings of arithmetic to algebraic expressions.,6.EE.2,"Write, read, and evaluate expressions in which letters stand for numbers.",6.EE.2c,"Evaluate expressions at specific values of their variables. Include expressions that arise from formulas used in real-world problems. Perform arithmetic operations, including those involving whole number exponents, in the conventional order when there are no parentheses to specify a particular order (Order of Operations).",,
CCSSM,Mathematics (CCSS),Sixth Grade,,Expressions and Equations (6.EE),6.EE.E,Apply and extend previous understandings of arithmetic to algebraic expressions.,6.EE.3,Apply the properties of operations to generate equivalent expressions.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Expressions and Equations (6.EE),6.EE.E,Apply and extend previous understandings of arithmetic to algebraic expressions.,6.EE.4,"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them).",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Expressions and Equations (6.EE),6.EE.F,Reason about and solve one-variable equations and inequalities.,6.EE.5,"Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Expressions and Equations (6.EE),6.EE.F,Reason about and solve one-variable equations and inequalities.,6.EE.6,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Expressions and Equations (6.EE),6.EE.F,Reason about and solve one-variable equations and inequalities.,6.EE.7,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Expressions and Equations (6.EE),6.EE.F,Reason about and solve one-variable equations and inequalities.,6.EE.8,Write an inequality of the form x  c or x  to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x  c or x  have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Expressions and Equations (6.EE),6.EE.G,Represent and analyze quantitative relationships between dependent and independent variables.,6.EE.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Geometry (6.G),6.G.H,"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Geometry (6.G),6.G.H,"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = l w h and V = b h to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Geometry (6.G),6.G.H,"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Geometry (6.G),6.G.H,"Solve real-world and mathematical problems involving area, surface area, and volume.",6.G.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Statistics and Probability (6.SP),6.SP.I,Develop understanding of statistical variability.,6.SP.1,Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers.,,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Statistics and Probability (6.SP),6.SP.I,Develop understanding of statistical variability.,6.SP.2,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Statistics and Probability (6.SP),6.SP.I,Develop understanding of statistical variability.,6.SP.3,"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Statistics and Probability (6.SP),6.SP.J,Summarize and describe distributions.,6.SP.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",,,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Statistics and Probability (6.SP),6.SP.J,Summarize and describe distributions.,6.SP.5,"Summarize numerical data sets in relation to their context, such as by:",6.SP.5a,Reporting the number of observations.,,
CCSSM,Mathematics (CCSS),Sixth Grade,,Statistics and Probability (6.SP),6.SP.J,Summarize and describe distributions.,6.SP.5,"Summarize numerical data sets in relation to their context, such as by:",6.SP.5b,"Describing the nature of the attribute under investigation, including how it was measured and its units of measurement.",,
CCSSM,Mathematics (CCSS),Sixth Grade,,Statistics and Probability (6.SP),6.SP.J,Summarize and describe distributions.,6.SP.5,"Summarize numerical data sets in relation to their context, such as by:",6.SP.5c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",,
CCSSM,Mathematics (CCSS),Sixth Grade,,Statistics and Probability (6.SP),6.SP.J,Summarize and describe distributions.,6.SP.5,"Summarize numerical data sets in relation to their context, such as by:",6.SP.5d,Relating the choice of measures of center and variability to the shape of the data distribution and the context in which the data were gathered.,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Mathematical Practices (7.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,7.MP.1,Make sense of problems and persevere in solving them.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Mathematical Practices (7.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,7.MP.2,Reason abstractly and quantitatively.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Mathematical Practices (7.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,7.MP.3,Construct viable arguments and critique the reasoning of others.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Mathematical Practices (7.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,7.MP.4,Model with mathematics.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Mathematical Practices (7.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,7.MP.5,Use appropriate tools strategically.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Mathematical Practices (7.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,7.MP.6,Attend to precision.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Mathematical Practices (7.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,7.MP.7,Look for and make use of structure.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Mathematical Practices (7.MP),,The Standards for Mathematical Practice describe varieties of expertise that mathematics educators at all levels should seek to develop in their students.,7.MP.8,Look for and express regularity in repeated reasoning.,,,,
CCSSM,Mathematics (CCSS),Seventh Grade,,Ratios and Proportional Relationships (7.RP),7.RP.A,Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.1,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units.",,,,
