           ,Subject,Grade,             ,Strand,              ,    ,               ,     ,                ,Common Core Standard,       ,        
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Informational Text - The following standards offer a focus for instruction in informational text and help ensure that students gain adequate exposure to a range of texts and tasks. Rigor is also infused through the requirement that students read increasingly complex texts through the grades.,,Range of Reading and Level of Text Complexity,Anchor Standard 10:,Read and comprehend complex literary and informational texts independently and proficiently.,5.RI.10,"By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 4–5 text complexity band independently and proficiently.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Foundational Skills - These standards are directed toward fostering students’ understanding and working knowledge of concepts of print, the alphabetic principle, and other basic conventions of the English writing system. These foundational skills are not an end in and of themselves; rather, they are necessary and important components of an effective, comprehensive reading program designed to develop proficient readers with the capacity to comprehend texts across a range of types and disciplines.",,Print Concepts,Anchor Standard:,There are no anchor standards associated with Foundational Skills.,5.RF.1,There is not a grade 5 standard for this concept. Please see preceding grades for more information.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Foundational Skills - These standards are directed toward fostering students’ understanding and working knowledge of concepts of print, the alphabetic principle, and other basic conventions of the English writing system. These foundational skills are not an end in and of themselves; rather, they are necessary and important components of an effective, comprehensive reading program designed to develop proficient readers with the capacity to comprehend texts across a range of types and disciplines.",,Phonological Awareness,Anchor Standard:,There are no anchor standards associated with Foundational Skills.,5.RF.2,There is not a grade 5 standard for this concept. Please see preceding grades for more information.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Foundational Skills - These standards are directed toward fostering students’ understanding and working knowledge of concepts of print, the alphabetic principle, and other basic conventions of the English writing system. These foundational skills are not an end in and of themselves; rather, they are necessary and important components of an effective, comprehensive reading program designed to develop proficient readers with the capacity to comprehend texts across a range of types and disciplines.",,Phonics and Word Recognition,Anchor Standard:,There are no anchor standards associated with Foundational Skills.,5.RF.3,Know and apply grade-level phonics and word analysis skills in decoding words.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Foundational Skills - These standards are directed toward fostering students’ understanding and working knowledge of concepts of print, the alphabetic principle, and other basic conventions of the English writing system. These foundational skills are not an end in and of themselves; rather, they are necessary and important components of an effective, comprehensive reading program designed to develop proficient readers with the capacity to comprehend texts across a range of types and disciplines.",,Phonics and Word Recognition,Anchor Standard:,There are no anchor standards associated with Foundational Skills.,a.,"Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Foundational Skills - These standards are directed toward fostering students’ understanding and working knowledge of concepts of print, the alphabetic principle, and other basic conventions of the English writing system. These foundational skills are not an end in and of themselves; rather, they are necessary and important components of an effective, comprehensive reading program designed to develop proficient readers with the capacity to comprehend texts across a range of types and disciplines.",,Fluency,Anchor Standard:,There are no anchor standards associated with Foundational Skills.,5.RF.4,Read with sufficient accuracy and fluency to support comprehension.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Foundational Skills - These standards are directed toward fostering students’ understanding and working knowledge of concepts of print, the alphabetic principle, and other basic conventions of the English writing system. These foundational skills are not an end in and of themselves; rather, they are necessary and important components of an effective, comprehensive reading program designed to develop proficient readers with the capacity to comprehend texts across a range of types and disciplines.",,Fluency,Anchor Standard:,There are no anchor standards associated with Foundational Skills.,a.,Read grade-level text with purpose and understanding.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Foundational Skills - These standards are directed toward fostering students’ understanding and working knowledge of concepts of print, the alphabetic principle, and other basic conventions of the English writing system. These foundational skills are not an end in and of themselves; rather, they are necessary and important components of an effective, comprehensive reading program designed to develop proficient readers with the capacity to comprehend texts across a range of types and disciplines.",,Fluency,Anchor Standard:,There are no anchor standards associated with Foundational Skills.,b.,"Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Foundational Skills - These standards are directed toward fostering students’ understanding and working knowledge of concepts of print, the alphabetic principle, and other basic conventions of the English writing system. These foundational skills are not an end in and of themselves; rather, they are necessary and important components of an effective, comprehensive reading program designed to develop proficient readers with the capacity to comprehend texts across a range of types and disciplines.",,Fluency,Anchor Standard:,There are no anchor standards associated with Foundational Skills.,c.,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",5.W.1,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",a.,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which ideas are logically grouped to support the writer’s purpose.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",b.,Provide logically ordered reasons that are supported by facts and details.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",c.,"Link opinion and reasons using words, phrases, and clauses (e.g., consequently, specifically).",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 1:,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.",d.,Provide a concluding statement or section related to the opinion presented.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",5.W.2,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",a.,"Introduce a topic clearly, provide a general observation and focus, and group related information logically; include formatting (e.g., headings), illustrations, and multimedia when useful to aiding comprehension.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",b.,"Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",c.,"Link ideas within and across categories of information using words, phrases, and clauses (e.g., in contrast, especially).",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",d.,Use precise language and domain-specific vocabulary to inform about or explain the topic.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 2:,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content.",e.,Provide a concluding statement or section related to the information or explanation presented.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 3:,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",5.W.3,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 3:,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",a.,Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 3:,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",b.,"Use narrative techniques, such as dialogue, description, and pacing, to develop experiences and events or show the responses of characters to situations.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 3:,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",c.,"Use a variety of transitional words, phrases, and clauses to manage the sequence of events.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 3:,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",d.,Use concrete words and phrases and sensory details to convey experiences and events precisely.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Text Types and Purposes,Anchor Standard 3:,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.",e.,Provide a conclusion that follows from the narrated experiences or events.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Production and Distribution of Writing,Anchor Standard 4:,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",5.W.4,"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Production and Distribution of Writing,Anchor Standard 5:,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach.",5.W.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach. (Editing for conventions should demonstrate command of Language standards 1–3 up to and including grade 5.)",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Production and Distribution of Writing,Anchor Standard 6:,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others.",5.W.6,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Research to Build and Present Knowledge,Anchor Standard 7:,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation.",5.W.7,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Research to Build and Present Knowledge,Anchor Standard 8:,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism.",5.W.8,"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Research to Build and Present Knowledge,Anchor Standard 9:,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",5.W.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Research to Build and Present Knowledge,Anchor Standard 9:,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",a.,"Apply grade 5 Reading standards to literature (e.g., “Compare and contrast two or more characters, settings, or events in a story or a drama, drawing on specific details in the text [e.g., how characters interact]”).",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Research to Build and Present Knowledge,Anchor Standard 9:,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",b.,"Apply grade 5 Reading standards to informational texts (e.g., “Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point[s]”).",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,"Writing - The following standards offer a focus for instruction in writing to help ensure that students gain adequate mastery of a range of skills and applications. Each year in their writing, students should demonstrate increasing sophistication in all aspects of language use, and they should address increasingly demanding content and sources.",,Range of Writing,Anchor Standard 10:,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences.",5.W.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Speaking and Listening - The following standards offer a focus for instruction each year to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Comprehension and Collaboration,Anchor Standard 1:,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on others’ ideas and expressing their own clearly and persuasively.",5.SL.1,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 5 topics and texts, building on others’ ideas and expressing their own clearly.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Speaking and Listening - The following standards offer a focus for instruction each year to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Comprehension and Collaboration,Anchor Standard 1:,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on others’ ideas and expressing their own clearly and persuasively.",a.,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Speaking and Listening - The following standards offer a focus for instruction each year to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Comprehension and Collaboration,Anchor Standard 1:,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on others’ ideas and expressing their own clearly and persuasively.",b.,Follow agreed-upon rules for discussions and carry out assigned roles.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Speaking and Listening - The following standards offer a focus for instruction each year to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Comprehension and Collaboration,Anchor Standard 1:,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on others’ ideas and expressing their own clearly and persuasively.",c.,Pose and respond to specific questions by making comments that contribute to the discussion and elaborate on the remarks of others.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Speaking and Listening - The following standards offer a focus for instruction each year to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Comprehension and Collaboration,Anchor Standard 1:,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on others’ ideas and expressing their own clearly and persuasively.",d.,Review the key ideas expressed and draw conclusions in light of information and knowledge gained from the discussions.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Speaking and Listening - The following standards offer a focus for instruction each year to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Comprehension and Collaboration,Anchor Standard 2:,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally.",5.SL.2,"Summarize a written text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Speaking and Listening - The following standards offer a focus for instruction each year to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Comprehension and Collaboration,Anchor Standard 3:,"Evaluate a speaker’s point of view, reasoning, and use of evidence and rhetoric.",5.SL.3,Summarize the points a speaker makes and explain how each claim is supported by reasons and evidence.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Speaking and Listening - The following standards offer a focus for instruction each year to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Presentation of Knowledge and Ideas,Anchor Standard 4:,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience.",5.SL.4,"Report on a topic or text or present an opinion, sequencing ideas logically and using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Speaking and Listening - The following standards offer a focus for instruction each year to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Presentation of Knowledge and Ideas,Anchor Standard 5:,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.,5.SL.5,"Include multimedia components (e.g., graphics, sound) and visual displays in presentations when appropriate to enhance the development of main ideas or themes.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Speaking and Listening - The following standards offer a focus for instruction each year to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Presentation of Knowledge and Ideas,Anchor Standard 6:,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate.",5.SL.6,"Adapt speech to a variety of contexts and tasks, using formal English when appropriate to task and situation. (See grade 5 Language standards 1 and 3 for specific expectations.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Conventions of Standard English,Anchor Standard 1:,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,5.L.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Conventions of Standard English,Anchor Standard 1:,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,a.,"Explain the function of conjunctions, prepositions, and interjections in general and their function in particular sentences.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Conventions of Standard English,Anchor Standard 1:,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,b.,"Form and use the perfect (e.g., I had walked; I have walked; I will have walked) verb tenses.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Conventions of Standard English,Anchor Standard 1:,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,c.,"Use verb tense to convey various times, sequences, states, and conditions.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Conventions of Standard English,Anchor Standard 1:,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,d.,Recognize and correct inappropriate shifts in verb tense.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Conventions of Standard English,Anchor Standard 1:,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,e.,"Use correlative conjunctions (e.g., either/or, neither/nor).",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Conventions of Standard English,Anchor Standard 2:,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",5.L.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Conventions of Standard English,Anchor Standard 2:,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",a.,Use punctuation to separate items in a series.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Conventions of Standard English,Anchor Standard 2:,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",b.,Use a comma to separate an introductory element from the rest of the sentence.,,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Conventions of Standard English,Anchor Standard 2:,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",c.,"Use a comma to set off the words yes and no (e.g., Yes, thank you), to set off a tag question from the rest of the sentence (e.g., It’s true, isn’t it?), and to indicate direct address (e.g., Is that you, Steve?).",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Conventions of Standard English,Anchor Standard 2:,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",d.,"Use underlining, quotation marks, or italics to indicate titles of works.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Conventions of Standard English,Anchor Standard 2:,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",e.,"Spell grade-appropriate words correctly, consulting references as needed.",,
CCSSE,English Language Arts & Literacy (CCSS),Fifth Grade,,Language - The following standards offer a focus for instruction to help ensure that students gain adequate mastery of a range of skills and applications. Students advancing through the grades are expected to meet each year’s grade-specific standards and retain or further develop skills and understandings mastered in preceding grades.,,Knowledge of Language,Anchor Standard 3:,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",5.L.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",,
